"st_abb","st_code","county_name","fips","date","stability","tmin","tmax","tavg"
"NY",36,"Albany",36001,20230101,"stable",3.478,11.025,7.251
"NY",36,"Albany",36001,20230102,"stable",-0.12,6.542,3.211
"NY",36,"Albany",36001,20230103,"stable",-2.669,8.716,3.023
"NY",36,"Albany",36001,20230104,"stable",0.092,3.957,2.025
"NY",36,"Albany",36001,20230105,"stable",2.776,7.11,4.943
"NY",36,"Albany",36001,20230106,"stable",2.208,8.057,5.132
"NY",36,"Albany",36001,20230107,"stable",-2.097,5.138,1.521
"NY",36,"Albany",36001,20230108,"stable",-6.476,3.982,-1.247
"NY",36,"Albany",36001,20230109,"stable",-7.901,1.207,-3.347
"NY",36,"Albany",36001,20230110,"stable",-4.505,1.462,-1.522
"NY",36,"Albany",36001,20230111,"stable",-7.718,1.834,-2.942
"NY",36,"Albany",36001,20230112,"stable",-7.677,0.055,-3.811
"NY",36,"Albany",36001,20230113,"stable",-1.639,6.842,2.601
"NY",36,"Albany",36001,20230114,"stable",-4.288,7.177,1.444
"NY",36,"Albany",36001,20230115,"stable",-5.794,-1.998,-3.896
"NY",36,"Albany",36001,20230116,"stable",-8.894,-0.063,-4.478
"NY",36,"Albany",36001,20230117,"stable",-8.815,1.054,-3.88
"NY",36,"Albany",36001,20230118,"stable",-8.246,1.345,-3.45
"NY",36,"Albany",36001,20230119,"stable",-1.867,5.848,1.99
"NY",36,"Albany",36001,20230120,"stable",-1.3,1.191,-0.055
"NY",36,"Albany",36001,20230121,"stable",-2.303,2.794,0.246
"NY",36,"Albany",36001,20230122,"stable",-3.785,-0.6,-2.192
"NY",36,"Albany",36001,20230123,"stable",-2.127,1.096,-0.516
"NY",36,"Albany",36001,20230124,"stable",-2.722,0.834,-0.944
"NY",36,"Albany",36001,20230125,"stable",-4.425,1.196,-1.614
"NY",36,"Albany",36001,20230126,"stable",-3.416,1.347,-1.034
"NY",36,"Albany",36001,20230127,"stable",-5.646,3.912,-0.867
"NY",36,"Albany",36001,20230128,"stable",-4.726,1.682,-1.522
"NY",36,"Albany",36001,20230129,"stable",-6.907,6.654,-0.126
"NY",36,"Albany",36001,20230130,"stable",-5.48,6.296,0.408
"NY",36,"Albany",36001,20230131,"stable",-3.644,1.163,-1.241
"NY",36,"Allegany",36003,20230101,"stable",1.572,11.447,6.509
"NY",36,"Allegany",36003,20230102,"stable",0.644,6.16,3.402
"NY",36,"Allegany",36003,20230103,"stable",1.389,10.26,5.825
"NY",36,"Allegany",36003,20230104,"stable",4.719,12.919,8.819
"NY",36,"Allegany",36003,20230105,"stable",0.766,13.376,7.071
"NY",36,"Allegany",36003,20230106,"stable",-0.784,6.064,2.64
"NY",36,"Allegany",36003,20230107,"stable",-1.341,1.074,-0.134
"NY",36,"Allegany",36003,20230108,"stable",-3.094,0.589,-1.253
"NY",36,"Allegany",36003,20230109,"stable",-3.966,0.918,-1.524
"NY",36,"Allegany",36003,20230110,"stable",-3.513,1.563,-0.975
"NY",36,"Allegany",36003,20230111,"stable",-3.05,0.74,-1.155
"NY",36,"Allegany",36003,20230112,"stable",-2.575,3.827,0.626
"NY",36,"Allegany",36003,20230113,"stable",-1.484,4.298,1.407
"NY",36,"Allegany",36003,20230114,"stable",-7.257,-1.285,-4.271
"NY",36,"Allegany",36003,20230115,"stable",-7.854,-5.985,-6.92
"NY",36,"Allegany",36003,20230116,"stable",-10.496,-2.101,-6.298
"NY",36,"Allegany",36003,20230117,"stable",-9.888,5.333,-2.277
"NY",36,"Allegany",36003,20230118,"stable",-0.468,6.377,2.955
"NY",36,"Allegany",36003,20230119,"stable",0.319,2.679,1.499
"NY",36,"Allegany",36003,20230120,"stable",0.17,4.604,2.387
"NY",36,"Allegany",36003,20230121,"stable",-2.81,2.046,-0.382
"NY",36,"Allegany",36003,20230122,"stable",-2.89,-1.142,-2.016
"NY",36,"Allegany",36003,20230123,"stable",-2.472,0.555,-0.959
"NY",36,"Allegany",36003,20230124,"stable",-3.509,-1.02,-2.265
"NY",36,"Allegany",36003,20230125,"stable",-8.022,-1.482,-4.752
"NY",36,"Allegany",36003,20230126,"stable",-5.099,2.656,-1.221
"NY",36,"Allegany",36003,20230127,"stable",-4.351,-0.775,-2.563
"NY",36,"Allegany",36003,20230128,"stable",-4.239,1.491,-1.374
"NY",36,"Allegany",36003,20230129,"stable",-2.703,5.039,1.168
"NY",36,"Allegany",36003,20230130,"stable",-2.996,4.71,0.857
"NY",36,"Allegany",36003,20230131,"stable",-8.362,-1.016,-4.689
"NY",36,"Bronx",36005,20230101,"stable",7.923,11.402,9.662
"NY",36,"Bronx",36005,20230102,"stable",7.013,11.862,9.437
"NY",36,"Bronx",36005,20230103,"stable",6.663,12.557,9.61
"NY",36,"Bronx",36005,20230104,"stable",7.773,12.512,10.143
"NY",36,"Bronx",36005,20230105,"stable",8.144,17.638,12.891
"NY",36,"Bronx",36005,20230106,"stable",5.418,9.139,7.278
"NY",36,"Bronx",36005,20230107,"stable",1.947,8.548,5.247
"NY",36,"Bronx",36005,20230108,"stable",0.554,6.546,3.55
"NY",36,"Bronx",36005,20230109,"stable",0.08,4.431,2.256
"NY",36,"Bronx",36005,20230110,"stable",2.448,6.485,4.467
"NY",36,"Bronx",36005,20230111,"stable",1.423,4.847,3.135
"NY",36,"Bronx",36005,20230112,"stable",1.17,4.216,2.693
"NY",36,"Bronx",36005,20230113,"stable",4.264,12.76,8.512
"NY",36,"Bronx",36005,20230114,"stable",0.289,12.324,6.307
"NY",36,"Bronx",36005,20230115,"stable",-1.452,1.479,0.014
"NY",36,"Bronx",36005,20230116,"stable",-1.762,4.466,1.352
"NY",36,"Bronx",36005,20230117,"stable",-1.615,8.045,3.215
"NY",36,"Bronx",36005,20230118,"stable",1.487,7.719,4.603
"NY",36,"Bronx",36005,20230119,"stable",4.704,10.909,7.807
"NY",36,"Bronx",36005,20230120,"stable",3.734,5.993,4.864
"NY",36,"Bronx",36005,20230121,"stable",3.015,8.806,5.911
"NY",36,"Bronx",36005,20230122,"stable",2.348,4.545,3.447
"NY",36,"Bronx",36005,20230123,"stable",2.493,4.879,3.686
"NY",36,"Bronx",36005,20230124,"stable",1.727,3.581,2.654
"NY",36,"Bronx",36005,20230125,"stable",1.093,7.259,4.176
"NY",36,"Bronx",36005,20230126,"stable",1.299,12.427,6.863
"NY",36,"Bronx",36005,20230127,"stable",1.482,7.107,4.295
"NY",36,"Bronx",36005,20230128,"stable",1.139,5.592,3.366
"NY",36,"Bronx",36005,20230129,"stable",2.967,10.56,6.764
"NY",36,"Bronx",36005,20230130,"stable",4.734,10.517,7.626
"NY",36,"Bronx",36005,20230131,"stable",1.628,11.635,6.631
"NY",36,"Broome",36007,20230101,"stable",2,9.663,5.832
"NY",36,"Broome",36007,20230102,"stable",1.863,6.526,4.194
"NY",36,"Broome",36007,20230103,"stable",-0.388,10.105,4.858
"NY",36,"Broome",36007,20230104,"stable",2.221,11.472,6.846
"NY",36,"Broome",36007,20230105,"stable",4.332,14.267,9.3
"NY",36,"Broome",36007,20230106,"stable",0.362,9.863,5.112
"NY",36,"Broome",36007,20230107,"stable",-0.464,2.838,1.187
"NY",36,"Broome",36007,20230108,"stable",-3.93,2.043,-0.943
"NY",36,"Broome",36007,20230109,"stable",-5.154,1.375,-1.889
"NY",36,"Broome",36007,20230110,"stable",-3.707,2.134,-0.787
"NY",36,"Broome",36007,20230111,"stable",-3.666,-0.264,-1.965
"NY",36,"Broome",36007,20230112,"stable",-4.021,2.31,-0.856
"NY",36,"Broome",36007,20230113,"stable",-0.008,7.484,3.738
"NY",36,"Broome",36007,20230114,"stable",-6.589,2.871,-1.859
"NY",36,"Broome",36007,20230115,"stable",-9.248,-5.667,-7.458
"NY",36,"Broome",36007,20230116,"stable",-10.23,-3.272,-6.751
"NY",36,"Broome",36007,20230117,"stable",-9.461,1.667,-3.897
"NY",36,"Broome",36007,20230118,"stable",-5.39,3.936,-0.727
"NY",36,"Broome",36007,20230119,"stable",0.049,3.96,2.004
"NY",36,"Broome",36007,20230120,"stable",-0.086,3.402,1.658
"NY",36,"Broome",36007,20230121,"stable",-2.22,2.776,0.278
"NY",36,"Broome",36007,20230122,"stable",-2.528,-1.348,-1.938
"NY",36,"Broome",36007,20230123,"stable",-1.887,0.716,-0.585
"NY",36,"Broome",36007,20230124,"stable",-3.031,-0.676,-1.854
"NY",36,"Broome",36007,20230125,"stable",-5.656,-0.451,-3.053
"NY",36,"Broome",36007,20230126,"stable",-4.541,3.236,-0.653
"NY",36,"Broome",36007,20230127,"stable",-6.608,2.018,-2.295
"NY",36,"Broome",36007,20230128,"stable",-4.891,1.111,-1.89
"NY",36,"Broome",36007,20230129,"stable",-4.383,5.797,0.707
"NY",36,"Broome",36007,20230130,"stable",-3.214,5.374,1.08
"NY",36,"Broome",36007,20230131,"stable",-5.782,0.722,-2.53
"NY",36,"Cattaraugus",36009,20230101,"stable",0.26,10.594,5.427
"NY",36,"Cattaraugus",36009,20230102,"stable",0.243,5.729,2.986
"NY",36,"Cattaraugus",36009,20230103,"stable",2.065,9.665,5.865
"NY",36,"Cattaraugus",36009,20230104,"stable",4.504,13.121,8.813
"NY",36,"Cattaraugus",36009,20230105,"stable",0.574,13.263,6.918
"NY",36,"Cattaraugus",36009,20230106,"stable",-1.098,4.912,1.907
"NY",36,"Cattaraugus",36009,20230107,"stable",-1.952,0.184,-0.884
"NY",36,"Cattaraugus",36009,20230108,"stable",-3.147,-0.006,-1.576
"NY",36,"Cattaraugus",36009,20230109,"stable",-3.871,-1.04,-2.455
"NY",36,"Cattaraugus",36009,20230110,"stable",-3.375,0.334,-1.52
"NY",36,"Cattaraugus",36009,20230111,"stable",-4.043,0.6,-1.722
"NY",36,"Cattaraugus",36009,20230112,"stable",-3.774,3.522,-0.126
"NY",36,"Cattaraugus",36009,20230113,"stable",-2.155,4.155,1
"NY",36,"Cattaraugus",36009,20230114,"stable",-7.692,-2.426,-5.059
"NY",36,"Cattaraugus",36009,20230115,"stable",-8.637,-6.467,-7.552
"NY",36,"Cattaraugus",36009,20230116,"stable",-10.221,-1.88,-6.05
"NY",36,"Cattaraugus",36009,20230117,"stable",-8.959,6.293,-1.333
"NY",36,"Cattaraugus",36009,20230118,"stable",-0.574,6.645,3.036
"NY",36,"Cattaraugus",36009,20230119,"stable",0.402,1.88,1.141
"NY",36,"Cattaraugus",36009,20230120,"stable",-0.663,5.248,2.293
"NY",36,"Cattaraugus",36009,20230121,"stable",-2.702,1.372,-0.665
"NY",36,"Cattaraugus",36009,20230122,"stable",-2.827,-1.183,-2.005
"NY",36,"Cattaraugus",36009,20230123,"stable",-2.874,0.103,-1.386
"NY",36,"Cattaraugus",36009,20230124,"stable",-4.01,-1.551,-2.78
"NY",36,"Cattaraugus",36009,20230125,"stable",-7.697,-1.237,-4.467
"NY",36,"Cattaraugus",36009,20230126,"stable",-4.749,2.396,-1.176
"NY",36,"Cattaraugus",36009,20230127,"stable",-4.25,-1.662,-2.956
"NY",36,"Cattaraugus",36009,20230128,"stable",-4.381,1.132,-1.624
"NY",36,"Cattaraugus",36009,20230129,"stable",-2.92,4.315,0.698
"NY",36,"Cattaraugus",36009,20230130,"stable",-3.103,3.71,0.303
"NY",36,"Cattaraugus",36009,20230131,"stable",-8.993,-1.924,-5.458
"NY",36,"Cayuga",36011,20230101,"stable",2.979,11.087,7.033
"NY",36,"Cayuga",36011,20230102,"stable",2.554,5.223,3.889
"NY",36,"Cayuga",36011,20230103,"stable",0.53,7.305,3.918
"NY",36,"Cayuga",36011,20230104,"stable",2.248,8.23,5.239
"NY",36,"Cayuga",36011,20230105,"stable",2.587,11.509,7.048
"NY",36,"Cayuga",36011,20230106,"stable",0.485,8.551,4.518
"NY",36,"Cayuga",36011,20230107,"stable",0.795,3.333,2.064
"NY",36,"Cayuga",36011,20230108,"stable",-4.487,1.802,-1.342
"NY",36,"Cayuga",36011,20230109,"stable",-5.919,0.502,-2.709
"NY",36,"Cayuga",36011,20230110,"stable",-2.603,2.916,0.157
"NY",36,"Cayuga",36011,20230111,"stable",-7.423,-0.339,-3.881
"NY",36,"Cayuga",36011,20230112,"stable",-6.193,2.454,-1.87
"NY",36,"Cayuga",36011,20230113,"stable",-0.157,5.542,2.693
"NY",36,"Cayuga",36011,20230114,"stable",-7.294,-0.091,-3.692
"NY",36,"Cayuga",36011,20230115,"stable",-9.015,-6.061,-7.538
"NY",36,"Cayuga",36011,20230116,"stable",-8.39,-4.681,-6.536
"NY",36,"Cayuga",36011,20230117,"stable",-7.631,0.998,-3.317
"NY",36,"Cayuga",36011,20230118,"stable",-2.479,4.93,1.226
"NY",36,"Cayuga",36011,20230119,"stable",-0.15,3.77,1.81
"NY",36,"Cayuga",36011,20230120,"stable",-0.408,4.056,1.824
"NY",36,"Cayuga",36011,20230121,"stable",-1.971,2.019,0.024
"NY",36,"Cayuga",36011,20230122,"stable",-1.907,-0.312,-1.109
"NY",36,"Cayuga",36011,20230123,"stable",-1.234,1.887,0.327
"NY",36,"Cayuga",36011,20230124,"stable",-2.033,-0.254,-1.143
"NY",36,"Cayuga",36011,20230125,"stable",-3.771,0.628,-1.571
"NY",36,"Cayuga",36011,20230126,"stable",-2.607,3.14,0.266
"NY",36,"Cayuga",36011,20230127,"stable",-4.453,1.748,-1.352
"NY",36,"Cayuga",36011,20230128,"stable",-3.192,2.329,-0.432
"NY",36,"Cayuga",36011,20230129,"stable",-3.004,4.769,0.883
"NY",36,"Cayuga",36011,20230130,"stable",-3.632,5.875,1.121
"NY",36,"Cayuga",36011,20230131,"stable",-6.457,-1.649,-4.053
"NY",36,"Chautauqua",36013,20230101,"stable",1.115,10.687,5.901
"NY",36,"Chautauqua",36013,20230102,"stable",1.49,6.319,3.905
"NY",36,"Chautauqua",36013,20230103,"stable",2.225,10.149,6.187
"NY",36,"Chautauqua",36013,20230104,"stable",5.376,12.726,9.051
"NY",36,"Chautauqua",36013,20230105,"stable",1.784,13.125,7.454
"NY",36,"Chautauqua",36013,20230106,"stable",-0.439,5.169,2.365
"NY",36,"Chautauqua",36013,20230107,"stable",-1.178,0.569,-0.305
"NY",36,"Chautauqua",36013,20230108,"stable",-2.836,0.858,-0.989
"NY",36,"Chautauqua",36013,20230109,"stable",-2.969,-0.712,-1.841
"NY",36,"Chautauqua",36013,20230110,"stable",-3.049,1.131,-0.959
"NY",36,"Chautauqua",36013,20230111,"stable",-3.746,2.229,-0.758
"NY",36,"Chautauqua",36013,20230112,"stable",-3.121,4.895,0.887
"NY",36,"Chautauqua",36013,20230113,"stable",-2.1,5.282,1.591
"NY",36,"Chautauqua",36013,20230114,"stable",-7.858,-1.767,-4.812
"NY",36,"Chautauqua",36013,20230115,"stable",-8.869,-4.949,-6.909
"NY",36,"Chautauqua",36013,20230116,"stable",-9.468,-0.441,-4.955
"NY",36,"Chautauqua",36013,20230117,"stable",-8.787,6.703,-1.042
"NY",36,"Chautauqua",36013,20230118,"stable",0.906,7.942,4.424
"NY",36,"Chautauqua",36013,20230119,"stable",1.056,2.365,1.71
"NY",36,"Chautauqua",36013,20230120,"stable",-0.235,6.061,2.913
"NY",36,"Chautauqua",36013,20230121,"stable",-2.249,1.708,-0.271
"NY",36,"Chautauqua",36013,20230122,"stable",-2.6,-0.312,-1.456
"NY",36,"Chautauqua",36013,20230123,"stable",-2.516,0.438,-1.039
"NY",36,"Chautauqua",36013,20230124,"stable",-3.754,-0.983,-2.368
"NY",36,"Chautauqua",36013,20230125,"stable",-6.541,0.431,-3.055
"NY",36,"Chautauqua",36013,20230126,"stable",-3.181,2.617,-0.282
"NY",36,"Chautauqua",36013,20230127,"stable",-4.296,-0.602,-2.449
"NY",36,"Chautauqua",36013,20230128,"stable",-4.552,1.894,-1.329
"NY",36,"Chautauqua",36013,20230129,"stable",-2.239,4.873,1.317
"NY",36,"Chautauqua",36013,20230130,"stable",-3.811,4.085,0.137
"NY",36,"Chautauqua",36013,20230131,"stable",-9.038,-1.659,-5.348
"NY",36,"Chemung",36015,20230101,"stable",1.501,10.802,6.152
"NY",36,"Chemung",36015,20230102,"stable",1.896,7.606,4.751
"NY",36,"Chemung",36015,20230103,"stable",-0.909,10.836,4.963
"NY",36,"Chemung",36015,20230104,"stable",2.743,10.584,6.664
"NY",36,"Chemung",36015,20230105,"stable",2.443,13.484,7.964
"NY",36,"Chemung",36015,20230106,"stable",-0.553,9.365,4.406
"NY",36,"Chemung",36015,20230107,"stable",-0.04,2.862,1.411
"NY",36,"Chemung",36015,20230108,"stable",-2.944,2.859,-0.043
"NY",36,"Chemung",36015,20230109,"stable",-4.375,2.006,-1.184
"NY",36,"Chemung",36015,20230110,"stable",-2.97,3.898,0.464
"NY",36,"Chemung",36015,20230111,"stable",-3.076,0.402,-1.337
"NY",36,"Chemung",36015,20230112,"stable",-2.752,4.361,0.805
"NY",36,"Chemung",36015,20230113,"stable",0.441,6.566,3.504
"NY",36,"Chemung",36015,20230114,"stable",-6.495,0.73,-2.883
"NY",36,"Chemung",36015,20230115,"stable",-7.5,-5.58,-6.54
"NY",36,"Chemung",36015,20230116,"stable",-9.199,-2.789,-5.994
"NY",36,"Chemung",36015,20230117,"stable",-9.04,2.154,-3.443
"NY",36,"Chemung",36015,20230118,"stable",-2.769,5.152,1.191
"NY",36,"Chemung",36015,20230119,"stable",0.646,5.443,3.045
"NY",36,"Chemung",36015,20230120,"stable",0.982,4.58,2.781
"NY",36,"Chemung",36015,20230121,"stable",-1.791,3.661,0.935
"NY",36,"Chemung",36015,20230122,"stable",-2.059,-0.573,-1.316
"NY",36,"Chemung",36015,20230123,"stable",-1.377,1.613,0.118
"NY",36,"Chemung",36015,20230124,"stable",-3.207,0.374,-1.417
"NY",36,"Chemung",36015,20230125,"stable",-6.558,0.338,-3.11
"NY",36,"Chemung",36015,20230126,"stable",-4.285,3.019,-0.633
"NY",36,"Chemung",36015,20230127,"stable",-5.35,2.064,-1.643
"NY",36,"Chemung",36015,20230128,"stable",-3.438,2.073,-0.682
"NY",36,"Chemung",36015,20230129,"stable",-4.132,6.485,1.176
"NY",36,"Chemung",36015,20230130,"stable",-2.558,6.2,1.821
"NY",36,"Chemung",36015,20230131,"stable",-5.903,-0.337,-3.12
"NY",36,"Chenango",36017,20230101,"stable",2.226,9.994,6.11
"NY",36,"Chenango",36017,20230102,"stable",1.77,5.853,3.812
"NY",36,"Chenango",36017,20230103,"stable",0.14,8.528,4.334
"NY",36,"Chenango",36017,20230104,"stable",1.464,11.739,6.601
"NY",36,"Chenango",36017,20230105,"stable",3.71,13.74,8.725
"NY",36,"Chenango",36017,20230106,"stable",-0.124,9.504,4.69
"NY",36,"Chenango",36017,20230107,"stable",-0.426,2.635,1.104
"NY",36,"Chenango",36017,20230108,"stable",-4.841,1.49,-1.675
"NY",36,"Chenango",36017,20230109,"stable",-6.11,0.76,-2.675
"NY",36,"Chenango",36017,20230110,"stable",-3.652,1.181,-1.236
"NY",36,"Chenango",36017,20230111,"stable",-7.319,-0.913,-4.116
"NY",36,"Chenango",36017,20230112,"stable",-7.644,1.471,-3.087
"NY",36,"Chenango",36017,20230113,"stable",0.023,6.932,3.478
"NY",36,"Chenango",36017,20230114,"stable",-7.026,3.092,-1.967
"NY",36,"Chenango",36017,20230115,"stable",-9.992,-6.193,-8.093
"NY",36,"Chenango",36017,20230116,"stable",-11.546,-4.678,-8.112
"NY",36,"Chenango",36017,20230117,"stable",-11.328,0.914,-5.207
"NY",36,"Chenango",36017,20230118,"stable",-7.783,3.627,-2.078
"NY",36,"Chenango",36017,20230119,"stable",-0.599,3.15,1.276
"NY",36,"Chenango",36017,20230120,"stable",-0.791,3.012,1.11
"NY",36,"Chenango",36017,20230121,"stable",-2.781,2.011,-0.385
"NY",36,"Chenango",36017,20230122,"stable",-3.092,-1.591,-2.342
"NY",36,"Chenango",36017,20230123,"stable",-2.257,0.427,-0.915
"NY",36,"Chenango",36017,20230124,"stable",-2.99,-0.919,-1.955
"NY",36,"Chenango",36017,20230125,"stable",-5.803,-0.451,-3.127
"NY",36,"Chenango",36017,20230126,"stable",-4.772,3.04,-0.866
"NY",36,"Chenango",36017,20230127,"stable",-6.164,1.878,-2.143
"NY",36,"Chenango",36017,20230128,"stable",-5.099,0.545,-2.277
"NY",36,"Chenango",36017,20230129,"stable",-6.045,4.946,-0.549
"NY",36,"Chenango",36017,20230130,"stable",-4.668,4.85,0.091
"NY",36,"Chenango",36017,20230131,"stable",-5.965,-0.321,-3.143
"NY",36,"Clinton",36019,20230101,"stable",3.47,8.524,5.997
"NY",36,"Clinton",36019,20230102,"stable",0.764,5.913,3.338
"NY",36,"Clinton",36019,20230103,"stable",-1.603,5.394,1.896
"NY",36,"Clinton",36019,20230104,"stable",-1.067,3.185,1.059
"NY",36,"Clinton",36019,20230105,"stable",-0.516,2.97,1.227
"NY",36,"Clinton",36019,20230106,"stable",-1.583,3.089,0.753
"NY",36,"Clinton",36019,20230107,"stable",-1.854,3.72,0.933
"NY",36,"Clinton",36019,20230108,"stable",-10.117,-1.61,-5.864
"NY",36,"Clinton",36019,20230109,"stable",-10.46,-1.605,-6.032
"NY",36,"Clinton",36019,20230110,"stable",-7.189,0.486,-3.352
"NY",36,"Clinton",36019,20230111,"stable",-13.746,-4.583,-9.165
"NY",36,"Clinton",36019,20230112,"stable",-13.324,-1.256,-7.29
"NY",36,"Clinton",36019,20230113,"stable",-2.042,2.443,0.2
"NY",36,"Clinton",36019,20230114,"stable",-6.866,0.349,-3.259
"NY",36,"Clinton",36019,20230115,"stable",-8.942,-5.449,-7.196
"NY",36,"Clinton",36019,20230116,"stable",-13.747,-4.604,-9.176
"NY",36,"Clinton",36019,20230117,"stable",-12.805,-2.748,-7.777
"NY",36,"Clinton",36019,20230118,"stable",-9.743,2.13,-3.806
"NY",36,"Clinton",36019,20230119,"stable",-2.097,2.449,0.176
"NY",36,"Clinton",36019,20230120,"stable",-2.537,0.373,-1.082
"NY",36,"Clinton",36019,20230121,"stable",-5.266,0.729,-2.269
"NY",36,"Clinton",36019,20230122,"stable",-4.934,-1.034,-2.984
"NY",36,"Clinton",36019,20230123,"stable",-2.829,-0.257,-1.543
"NY",36,"Clinton",36019,20230124,"stable",-2.948,0.045,-1.451
"NY",36,"Clinton",36019,20230125,"stable",-9.904,1.966,-3.969
"NY",36,"Clinton",36019,20230126,"stable",-10.103,-1.508,-5.806
"NY",36,"Clinton",36019,20230127,"stable",-10.513,-1.51,-6.011
"NY",36,"Clinton",36019,20230128,"stable",-10.443,0.861,-4.791
"NY",36,"Clinton",36019,20230129,"stable",-5.635,3.625,-1.005
"NY",36,"Clinton",36019,20230130,"stable",-9.587,-1.519,-5.553
"NY",36,"Clinton",36019,20230131,"stable",-10.676,-5.5,-8.088
"NY",36,"Columbia",36021,20230101,"stable",5.046,11.434,8.24
"NY",36,"Columbia",36021,20230102,"stable",0.18,7.312,3.746
"NY",36,"Columbia",36021,20230103,"stable",-1.502,9.442,3.97
"NY",36,"Columbia",36021,20230104,"stable",1.672,8.14,4.906
"NY",36,"Columbia",36021,20230105,"stable",4.885,11.013,7.949
"NY",36,"Columbia",36021,20230106,"stable",2.685,7.252,4.969
"NY",36,"Columbia",36021,20230107,"stable",-0.745,5.27,2.262
"NY",36,"Columbia",36021,20230108,"stable",-5.789,4.264,-0.762
"NY",36,"Columbia",36021,20230109,"stable",-6.891,1.562,-2.664
"NY",36,"Columbia",36021,20230110,"stable",-4.294,2.375,-0.959
"NY",36,"Columbia",36021,20230111,"stable",-6.798,2.411,-2.194
"NY",36,"Columbia",36021,20230112,"stable",-6.917,0.872,-3.023
"NY",36,"Columbia",36021,20230113,"stable",-1.217,10.378,4.581
"NY",36,"Columbia",36021,20230114,"stable",-3.526,10.641,3.557
"NY",36,"Columbia",36021,20230115,"stable",-4.798,-2.212,-3.505
"NY",36,"Columbia",36021,20230116,"stable",-7.026,0.172,-3.427
"NY",36,"Columbia",36021,20230117,"stable",-7.3,1.212,-3.044
"NY",36,"Columbia",36021,20230118,"stable",-5.905,3.393,-1.256
"NY",36,"Columbia",36021,20230119,"stable",-0.707,6.935,3.114
"NY",36,"Columbia",36021,20230120,"stable",-0.378,2.061,0.841
"NY",36,"Columbia",36021,20230121,"stable",-1.107,3.649,1.271
"NY",36,"Columbia",36021,20230122,"stable",-2.288,0.303,-0.992
"NY",36,"Columbia",36021,20230123,"stable",-1.551,2.221,0.335
"NY",36,"Columbia",36021,20230124,"stable",-2.141,1.005,-0.568
"NY",36,"Columbia",36021,20230125,"stable",-3.62,1.9,-0.86
"NY",36,"Columbia",36021,20230126,"stable",-2.982,4.395,0.706
"NY",36,"Columbia",36021,20230127,"stable",-5.019,4.467,-0.276
"NY",36,"Columbia",36021,20230128,"stable",-5.006,2.935,-1.035
"NY",36,"Columbia",36021,20230129,"stable",-3.882,7.69,1.904
"NY",36,"Columbia",36021,20230130,"stable",-3.049,7.634,2.293
"NY",36,"Columbia",36021,20230131,"stable",-2.444,5.661,1.608
"NY",36,"Cortland",36023,20230101,"stable",2.398,10.261,6.329
"NY",36,"Cortland",36023,20230102,"stable",1.916,4.793,3.355
"NY",36,"Cortland",36023,20230103,"stable",0.087,7.673,3.88
"NY",36,"Cortland",36023,20230104,"stable",1.923,12.148,7.035
"NY",36,"Cortland",36023,20230105,"stable",2.816,13.206,8.011
"NY",36,"Cortland",36023,20230106,"stable",-0.099,8.308,4.105
"NY",36,"Cortland",36023,20230107,"stable",-0.246,1.991,0.872
"NY",36,"Cortland",36023,20230108,"stable",-4.698,0.727,-1.985
"NY",36,"Cortland",36023,20230109,"stable",-5.883,-0.359,-3.121
"NY",36,"Cortland",36023,20230110,"stable",-3.566,1.351,-1.108
"NY",36,"Cortland",36023,20230111,"stable",-6.836,-1.654,-4.245
"NY",36,"Cortland",36023,20230112,"stable",-6.943,1.495,-2.724
"NY",36,"Cortland",36023,20230113,"stable",0.07,6.493,3.281
"NY",36,"Cortland",36023,20230114,"stable",-7.525,0.32,-3.603
"NY",36,"Cortland",36023,20230115,"stable",-10.294,-7.212,-8.753
"NY",36,"Cortland",36023,20230116,"stable",-10.5,-6.193,-8.346
"NY",36,"Cortland",36023,20230117,"stable",-9.959,-0.843,-5.401
"NY",36,"Cortland",36023,20230118,"stable",-6.09,4.313,-0.889
"NY",36,"Cortland",36023,20230119,"stable",-0.366,2.792,1.213
"NY",36,"Cortland",36023,20230120,"stable",-0.458,3.312,1.427
"NY",36,"Cortland",36023,20230121,"stable",-2.866,1.463,-0.702
"NY",36,"Cortland",36023,20230122,"stable",-3.009,-2.219,-2.614
"NY",36,"Cortland",36023,20230123,"stable",-2.132,0.182,-0.975
"NY",36,"Cortland",36023,20230124,"stable",-3.068,-1.454,-2.261
"NY",36,"Cortland",36023,20230125,"stable",-6.456,-0.887,-3.671
"NY",36,"Cortland",36023,20230126,"stable",-4.449,3.033,-0.708
"NY",36,"Cortland",36023,20230127,"stable",-6.391,1.18,-2.605
"NY",36,"Cortland",36023,20230128,"stable",-4.595,0.308,-2.144
"NY",36,"Cortland",36023,20230129,"stable",-5.59,4.188,-0.701
"NY",36,"Cortland",36023,20230130,"stable",-4.118,4.688,0.285
"NY",36,"Cortland",36023,20230131,"stable",-6.448,-1.866,-4.157
"NY",36,"Delaware",36025,20230101,"stable",3.622,9.74,6.681
"NY",36,"Delaware",36025,20230102,"stable",1.109,7.72,4.414
"NY",36,"Delaware",36025,20230103,"stable",-2.128,9.583,3.727
"NY",36,"Delaware",36025,20230104,"stable",0.661,12.209,6.435
"NY",36,"Delaware",36025,20230105,"stable",5.084,14.83,9.957
"NY",36,"Delaware",36025,20230106,"stable",0.333,10.483,5.408
"NY",36,"Delaware",36025,20230107,"stable",-0.776,3.66,1.442
