t,ds,y
834,1933-06-01,72.36666666666666
835,1934-06-01,73.76666666666667
836,1935-06-01,70.03333333333333
837,1936-06-01,69.75
838,1937-06-01,71.81666666666666
839,1938-06-01,70.28333333333333
840,1939-06-01,72.91666666666667
841,1940-06-01,70.36666666666666
842,1941-06-01,71.9
843,1942-06-01,71.0
844,1943-06-01,76.15
845,1944-06-01,72.26666666666667
846,1945-06-01,70.86666666666666
847,1946-06-01,69.68333333333334
848,1947-06-01,68.38333333333334
849,1948-06-01,69.41666666666667
850,1949-06-01,74.23333333333333
851,1950-06-01,70.28333333333333
852,1951-06-01,69.8
853,1952-06-01,73.55
854,1953-06-01,73.56666666666666
855,1954-06-01,71.56666666666666
856,1955-06-01,68.86666666666666
857,1956-06-01,71.43333333333334
858,1957-06-01,74.26666666666667
859,1958-06-01,67.16666666666667
860,1959-06-01,71.18333333333334
861,1960-06-01,71.8
862,1961-06-01,72.35
863,1962-06-01,72.45
864,1963-06-01,70.91666666666667
865,1964-06-01,71.6
866,1965-06-01,70.06666666666666
867,1966-06-01,75.4
868,1967-06-01,72.78333333333333
869,1968-06-01,69.71666666666667
870,1969-06-01,73.05
871,1970-06-01,70.85
872,1971-06-01,74.18333333333334
873,1972-06-01,67.81666666666666
874,1973-06-01,73.38333333333334
875,1974-06-01,69.01666666666667
876,1975-06-01,70.46666666666667
877,1976-06-01,73.13333333333334
878,1977-06-01,70.16666666666667
879,1978-06-01,71.21666666666667
880,1979-06-01,69.2
881,1980-06-01,70.31666666666666
882,1981-06-01,73.0
883,1982-06-01,68.56666666666666
884,1983-06-01,73.36666666666666
885,1984-06-01,74.48333333333333
886,1985-06-01,68.58333333333333
887,1986-06-01,71.53333333333333
888,1987-06-01,72.83333333333333
889,1988-06-01,71.8
890,1989-06-01,72.01666666666667
891,1990-06-01,72.1
892,1991-06-01,74.06666666666666
893,1992-06-01,70.21666666666667
894,1993-06-01,73.25
895,1994-06-01,75.16666666666667
896,1995-06-01,71.81666666666666
897,1996-06-01,71.38333333333334
898,1997-06-01,70.88333333333334
899,1998-06-01,69.15
900,1999-06-01,73.16666666666667
901,2000-06-01,71.28333333333333
902,2001-06-01,72.93333333333334
903,2002-06-01,71.45
904,2003-06-01,68.36666666666666
905,2004-06-01,71.23333333333333
906,2005-06-01,74.0
907,2006-06-01,70.98333333333333
908,2007-06-01,71.36666666666666
909,2008-06-01,74.0
910,2009-06-01,67.46666666666667
911,2010-06-01,74.65
912,2011-06-01,72.31666666666666
913,2012-06-01,70.98333333333333
914,2013-06-01,72.65
915,2014-06-01,72.45
916,2015-06-01,71.18333333333334
917,2016-06-01,72.25
918,2017-06-01,71.98333333333333
919,2018-06-01,71.65
920,2019-06-01,71.65
921,2020-06-01,73.7
922,2021-06-01,74.25
923,2022-06-01,71.38333333333334
924,1869-07-01,73.04838709677419
925,1870-07-01,76.91935483870968
926,1871-07-01,72.88709677419355
927,1872-07-01,77.87096774193549
928,1873-07-01,75.98387096774194
929,1874-07-01,74.19354838709677
930,1875-07-01,74.16129032258064
931,1876-07-01,79.20967741935483
932,1877-07-01,75.20967741935483
933,1878-07-01,77.83870967741936
934,1879-07-01,74.95161290322581
935,1880-07-01,74.69354838709677
936,1881-07-01,73.6774193548387
937,1882-07-01,75.46774193548387
938,1883-07-01,74.2741935483871
939,1884-07-01,72.11290322580645
940,1885-07-01,77.95161290322581
941,1886-07-01,75.2741935483871
942,1887-07-01,79.06451612903226
943,1888-07-01,70.93548387096774
944,1889-07-01,73.93548387096774
945,1890-07-01,73.38709677419355
946,1891-07-01,73.01612903225806
947,1892-07-01,75.62903225806451
948,1893-07-01,74.1774193548387
949,1894-07-01,75.48387096774194
950,1895-07-01,73.09677419354838
951,1896-07-01,77.14516129032258
952,1897-07-01,76.96774193548387
953,1898-07-01,76.88709677419355
954,1899-07-01,77.0
955,1900-07-01,77.64516129032258
956,1901-07-01,78.7258064516129
957,1902-07-01,73.38709677419355
958,1903-07-01,75.30645161290323
959,1904-07-01,75.24193548387096
960,1905-07-01,77.70967741935483
961,1906-07-01,77.96774193548387
962,1907-07-01,77.54838709677419
963,1908-07-01,80.01612903225806
964,1909-07-01,73.93548387096774
965,1910-07-01,77.45161290322581
966,1911-07-01,77.75806451612904
967,1912-07-01,75.64516129032258
968,1913-07-01,76.09677419354838
969,1914-07-01,72.04838709677419
970,1915-07-01,73.87096774193549
971,1916-07-01,75.40322580645162
972,1917-07-01,75.91935483870968
973,1918-07-01,74.56451612903226
974,1919-07-01,75.14516129032258
975,1920-07-01,73.79032258064517
976,1921-07-01,77.2741935483871
977,1922-07-01,73.69354838709677
978,1923-07-01,73.7258064516129
979,1924-07-01,74.09677419354838
980,1925-07-01,73.54838709677419
981,1926-07-01,75.03225806451613
982,1927-07-01,73.95161290322581
983,1928-07-01,75.88709677419355
984,1929-07-01,75.88709677419355
985,1930-07-01,76.37096774193549
986,1931-07-01,77.45161290322581
987,1932-07-01,76.08064516129032
988,1933-07-01,75.7741935483871
989,1934-07-01,77.7258064516129
990,1935-07-01,77.20967741935483
991,1936-07-01,76.1774193548387
992,1937-07-01,76.51612903225806
993,1938-07-01,76.54838709677419
994,1939-07-01,76.62903225806451
995,1940-07-01,76.20967741935483
996,1941-07-01,75.8225806451613
997,1942-07-01,76.29032258064517
998,1943-07-01,76.87096774193549
999,1944-07-01,79.37096774193549
1000,1945-07-01,74.54838709677419
1001,1946-07-01,75.41935483870968
1002,1947-07-01,75.5
1003,1948-07-01,77.14516129032258
1004,1949-07-01,79.61290322580645
1005,1950-07-01,75.01612903225806
1006,1951-07-01,76.80645161290323
1007,1952-07-01,80.2741935483871
1008,1953-07-01,77.80645161290323
1009,1954-07-01,76.70967741935483
1010,1955-07-01,80.83870967741936
1011,1956-07-01,72.91935483870968
1012,1957-07-01,77.66129032258064
1013,1958-07-01,76.08064516129032
1014,1959-07-01,76.29032258064517
1015,1960-07-01,74.53225806451613
1016,1961-07-01,78.06451612903226
1017,1962-07-01,73.98387096774194
1018,1963-07-01,76.37096774193549
1019,1964-07-01,75.37096774193549
1020,1965-07-01,74.29032258064517
1021,1966-07-01,79.66129032258064
1022,1967-07-01,75.3225806451613
1023,1968-07-01,77.29032258064517
1024,1969-07-01,74.74193548387096
1025,1970-07-01,77.11290322580645
1026,1971-07-01,77.80645161290323
1027,1972-07-01,77.12903225806451
1028,1973-07-01,77.33870967741936
1029,1974-07-01,77.1774193548387
1030,1975-07-01,75.80645161290323
1031,1976-07-01,74.80645161290323
1032,1977-07-01,78.96774193548387
1033,1978-07-01,74.3225806451613
1034,1979-07-01,76.87096774193549
1035,1980-07-01,79.29032258064517
1036,1981-07-01,78.46774193548387
1037,1982-07-01,77.90322580645162
1038,1983-07-01,79.5
1039,1984-07-01,74.6774193548387
1040,1985-07-01,76.16129032258064
1041,1986-07-01,76.0
1042,1987-07-01,77.91935483870968
1043,1988-07-01,79.3225806451613
1044,1989-07-01,74.90322580645162
1045,1990-07-01,76.75806451612904
1046,1991-07-01,77.70967741935483
1047,1992-07-01,74.16129032258064
1048,1993-07-01,80.11290322580645
1049,1994-07-01,79.37096774193549
1050,1995-07-01,79.12903225806451
1051,1996-07-01,73.3225806451613
1052,1997-07-01,75.70967741935483
1053,1998-07-01,76.45161290322581
1054,1999-07-01,81.35483870967742
1055,2000-07-01,72.30645161290323
1056,2001-07-01,73.14516129032258
1057,2002-07-01,78.75806451612904
1058,2003-07-01,75.75806451612904
1059,2004-07-01,74.5
1060,2005-07-01,77.53225806451613
1061,2006-07-01,77.93548387096774
1062,2007-07-01,74.98387096774194
1063,2008-07-01,78.40322580645162
1064,2009-07-01,72.66129032258064
1065,2010-07-01,81.33870967741936
1066,2011-07-01,80.24193548387096
1067,2012-07-01,78.75806451612904
1068,2013-07-01,79.83870967741936
1069,2014-07-01,76.14516129032258
1070,2015-07-01,78.79032258064517
1071,2016-07-01,78.6774193548387
1072,2017-07-01,76.7741935483871
1073,2018-07-01,77.62903225806451
1074,2019-07-01,79.56451612903226
1075,2020-07-01,80.03225806451613
1076,2021-07-01,76.03225806451613
1077,2022-07-01,79.54838709677419
1078,1869-08-01,71.75806451612904
1079,1870-08-01,75.06451612903226
1080,1871-08-01,74.43548387096774
1081,1872-08-01,76.24193548387096
1082,1873-08-01,72.01612903225806
1083,1874-08-01,70.06451612903226
1084,1875-08-01,73.2258064516129
1085,1876-08-01,75.19354838709677
1086,1877-08-01,75.48387096774194
1087,1878-08-01,74.2741935483871
1088,1879-08-01,72.03225806451613
1089,1880-08-01,72.51612903225806
1090,1881-08-01,73.56451612903226
1091,1882-08-01,73.2258064516129
1092,1883-08-01,69.90322580645162
1093,1884-08-01,73.74193548387096
1094,1885-08-01,71.90322580645162
1095,1886-08-01,70.14516129032258
1096,1887-08-01,70.30645161290323
1097,1888-08-01,72.8225806451613
1098,1889-08-01,70.91935483870968
1099,1890-08-01,73.08064516129032
1100,1891-08-01,76.12903225806451
1101,1892-08-01,74.87096774193549
1102,1893-08-01,74.01612903225806
1103,1894-08-01,70.96774193548387
1104,1895-08-01,76.14516129032258
1105,1896-08-01,76.51612903225806
1106,1897-08-01,73.40322580645162
1107,1898-08-01,75.93548387096774
1108,1899-08-01,75.96774193548387
1109,1900-08-01,77.2258064516129
1110,1901-08-01,75.53225806451613
1111,1902-08-01,72.37096774193549
1112,1903-08-01,69.41935483870968
1113,1904-08-01,73.08064516129032
1114,1905-08-01,74.95161290322581
1115,1906-08-01,77.59677419354838
1116,1907-08-01,73.90322580645162
1117,1908-08-01,75.87096774193549
1118,1909-08-01,72.56451612903226
1119,1910-08-01,72.38709677419355
1120,1911-08-01,73.25806451612904
1121,1912-08-01,71.62903225806451
1122,1913-08-01,73.3225806451613
1123,1914-08-01,74.61290322580645
1124,1915-08-01,71.58064516129032
1125,1916-08-01,74.7741935483871
1126,1917-08-01,76.12903225806451
1127,1918-08-01,76.45161290322581
1128,1919-08-01,71.11290322580645
1129,1920-08-01,74.20967741935483
1130,1921-08-01,71.58064516129032
1131,1922-08-01,72.33870967741936
1132,1923-08-01,72.54838709677419
1133,1924-08-01,74.24193548387096
1134,1925-08-01,73.30645161290323
1135,1926-08-01,73.93548387096774
1136,1927-08-01,68.45161290322581
1137,1928-08-01,75.35483870967742
1138,1929-08-01,73.08064516129032
1139,1930-08-01,73.51612903225806
1140,1931-08-01,75.2258064516129
1141,1932-08-01,76.64516129032258
1142,1933-08-01,74.80645161290323
1143,1934-08-01,71.96774193548387
1144,1935-08-01,74.62903225806451
1145,1936-08-01,75.40322580645162
1146,1937-08-01,76.58064516129032
1147,1938-08-01,78.11290322580645
1148,1939-08-01,78.04838709677419
1149,1940-08-01,71.33870967741936
1150,1941-08-01,74.03225806451613
1151,1942-08-01,73.58064516129032
1152,1943-08-01,75.90322580645162
1153,1944-08-01,77.79032258064517
1154,1945-08-01,73.37096774193549
1155,1946-08-01,70.91935483870968
1156,1947-08-01,75.91935483870968
1157,1948-08-01,75.24193548387096
1158,1949-08-01,76.7258064516129
1159,1950-08-01,73.08064516129032
1160,1951-08-01,74.48387096774194
1161,1952-08-01,74.93548387096774
1162,1953-08-01,75.79032258064517
1163,1954-08-01,72.69354838709677
1164,1955-08-01,78.11290322580645
1165,1956-08-01,74.1774193548387
1166,1957-08-01,73.56451612903226
1167,1958-08-01,75.12903225806451
1168,1959-08-01,77.5
1169,1960-08-01,74.90322580645162
1170,1961-08-01,76.38709677419355
1171,1962-08-01,72.38709677419355
1172,1963-08-01,72.06451612903226
1173,1964-08-01,72.90322580645162
1174,1965-08-01,73.12903225806451
1175,1966-08-01,76.85483870967742
1176,1967-08-01,73.85483870967742
1177,1968-08-01,76.0
1178,1969-08-01,77.38709677419355
1179,1970-08-01,77.62903225806451
1180,1971-08-01,75.91935483870968
1181,1972-08-01,75.59677419354838
1182,1973-08-01,77.62903225806451
1183,1974-08-01,76.37096774193549
1184,1975-08-01,74.33870967741936
1185,1976-08-01,74.3225806451613
1186,1977-08-01,75.69354838709677
1187,1978-08-01,75.98387096774194
1188,1979-08-01,76.75806451612904
1189,1980-08-01,80.25806451612904
1190,1981-08-01,75.95161290322581
1191,1982-08-01,73.11290322580645
1192,1983-08-01,77.7258064516129
1193,1984-08-01,76.62903225806451
1194,1985-08-01,75.40322580645162
1195,1986-08-01,73.09677419354838
1196,1987-08-01,74.1774193548387
1197,1988-08-01,78.79032258064517
1198,1989-08-01,73.98387096774194
1199,1990-08-01,75.24193548387096
1200,1991-08-01,77.09677419354838
1201,1992-08-01,72.90322580645162
1202,1993-08-01,77.1774193548387
1203,1994-08-01,73.95161290322581
1204,1995-08-01,78.54838709677419
1205,1996-08-01,74.45161290322581
1206,1997-08-01,73.29032258064517
1207,1998-08-01,76.64516129032258
1208,1999-08-01,75.5
1209,2000-08-01,72.43548387096774
1210,2001-08-01,78.69354838709677
1211,2002-08-01,77.70967741935483
1212,2003-08-01,76.69354838709677
1213,2004-08-01,74.2258064516129
1214,2005-08-01,79.66129032258064
1215,2006-08-01,75.75806451612904
1216,2007-08-01,74.03225806451613
1217,2008-08-01,73.80645161290323
1218,2009-08-01,75.69354838709677
1219,2010-08-01,77.41935483870968
1220,2011-08-01,75.2741935483871
1221,2012-08-01,76.69354838709677
1222,2013-08-01,74.59677419354838
1223,2014-08-01,74.51612903225806
1224,2015-08-01,78.96774193548387
1225,2016-08-01,79.1774193548387
1226,2017-08-01,74.03225806451613
1227,2018-08-01,78.12903225806451
1228,2019-08-01,75.5
1229,2020-08-01,76.87096774193549
1230,2021-08-01,77.54838709677419
1231,2022-08-01,79.3225806451613
1232,1869-09-01,65.61666666666666
1233,1870-09-01,68.13333333333334
1234,1871-09-01,60.916666666666664
1235,1872-09-01,66.41666666666667
1236,1873-09-01,65.38333333333334
1237,1874-09-01,67.25
1238,1875-09-01,63.86666666666667
1239,1876-09-01,63.78333333333333
1240,1877-09-01,67.03333333333333
1241,1878-09-01,68.16666666666667
1242,1879-09-01,63.13333333333333
1243,1880-09-01,67.2
1244,1881-09-01,73.31666666666666
1245,1882-09-01,67.05
1246,1883-09-01,61.75
1247,1884-09-01,71.78333333333333
1248,1885-09-01,63.916666666666664
1249,1886-09-01,65.78333333333333
1250,1887-09-01,61.8
1251,1888-09-01,62.95
1252,1889-09-01,65.33333333333333
1253,1890-09-01,67.41666666666667
1254,1891-09-01,72.05
1255,1892-09-01,64.88333333333334
1256,1893-09-01,63.516666666666666
1257,1894-09-01,69.06666666666666
1258,1895-09-01,71.45
1259,1896-09-01,67.41666666666667
1260,1897-09-01,67.1
1261,1898-09-01,70.9
1262,1899-09-01,66.06666666666666
1263,1900-09-01,70.95
1264,1901-09-01,68.36666666666666
1265,1902-09-01,66.48333333333333
1266,1903-09-01,67.16666666666667
1267,1904-09-01,67.13333333333334
1268,1905-09-01,69.8
1269,1906-09-01,70.3
1270,1907-09-01,69.8
1271,1908-09-01,68.88333333333334
1272,1909-09-01,67.36666666666666
1273,1910-09-01,69.65
1274,1911-09-01,67.75
1275,1912-09-01,66.55
1276,1913-09-01,64.56666666666666
1277,1914-09-01,66.68333333333334
1278,1915-09-01,69.95
1279,1916-09-01,67.41666666666667
1280,1917-09-01,63.55
1281,1918-09-01,63.81666666666667
1282,1919-09-01,67.6
1283,1920-09-01,68.48333333333333
1284,1921-09-01,72.1
1285,1922-09-01,68.16666666666667
1286,1923-09-01,68.26666666666667
1287,1924-09-01,64.1
1288,1925-09-01,68.78333333333333
1289,1926-09-01,65.68333333333334
1290,1927-09-01,67.86666666666666
1291,1928-09-01,64.7
1292,1929-09-01,69.43333333333334
1293,1930-09-01,71.96666666666667
1294,1931-09-01,72.33333333333333
1295,1932-09-01,69.36666666666666
1296,1933-09-01,69.51666666666667
1297,1934-09-01,69.23333333333333
1298,1935-09-01,65.26666666666667
1299,1936-09-01,68.13333333333334
1300,1937-09-01,66.0
1301,1938-09-01,65.96666666666667
1302,1939-09-01,68.6
1303,1940-09-01,66.58333333333333
1304,1941-09-01,70.0
1305,1942-09-01,68.26666666666667
1306,1943-09-01,67.33333333333333
1307,1944-09-01,70.03333333333333
1308,1945-09-01,70.3
1309,1946-09-01,69.78333333333333
1310,1947-09-01,68.58333333333333
1311,1948-09-01,70.21666666666667
1312,1949-09-01,66.18333333333334
1313,1950-09-01,64.58333333333333
1314,1951-09-01,68.15
1315,1952-09-01,69.86666666666666
1316,1953-09-01,70.36666666666666
1317,1954-09-01,67.4
1318,1955-09-01,67.78333333333333
1319,1956-09-01,64.81666666666666
1320,1957-09-01,69.7
1321,1958-09-01,67.55
1322,1959-09-01,72.28333333333333
1323,1960-09-01,68.0
1324,1961-09-01,73.51666666666667
1325,1962-09-01,64.93333333333334
1326,1963-09-01,63.05
1327,1964-09-01,67.13333333333334
1328,1965-09-01,67.45
1329,1966-09-01,66.5
1330,1967-09-01,66.7
1331,1968-09-01,70.58333333333333
1332,1969-09-01,68.91666666666667
1333,1970-09-01,70.8
1334,1971-09-01,71.53333333333333
1335,1972-09-01,69.53333333333333
1336,1973-09-01,69.5
1337,1974-09-01,66.66666666666667
1338,1975-09-01,64.13333333333334
1339,1976-09-01,66.6
1340,1977-09-01,68.16666666666667
1341,1978-09-01,64.93333333333334
1342,1979-09-01,70.5
1343,1980-09-01,70.78333333333333
1344,1981-09-01,67.55
1345,1982-09-01,68.3
1346,1983-09-01,71.75
1347,1984-09-01,65.91666666666667
1348,1985-09-01,70.45
1349,1986-09-01,67.83333333333333
1350,1987-09-01,67.73333333333333
1351,1988-09-01,67.43333333333334
1352,1989-09-01,68.06666666666666
1353,1990-09-01,67.5
1354,1991-09-01,67.45
1355,1992-09-01,67.2
1356,1993-09-01,67.26666666666667
1357,1994-09-01,67.63333333333334
1358,1995-09-01,68.25
1359,1996-09-01,67.98333333333333
1360,1997-09-01,66.95
1361,1998-09-01,70.21666666666667
1362,1999-09-01,69.03333333333333
1363,2000-09-01,65.96666666666667
1364,2001-09-01,67.65
1365,2002-09-01,70.23333333333333
1366,2003-09-01,67.91666666666667
1367,2004-09-01,69.33333333333333
1368,2005-09-01,73.31666666666666
1369,2006-09-01,66.56666666666666
1370,2007-09-01,70.26666666666667
1371,2008-09-01,68.83333333333333
1372,2009-09-01,66.31666666666666
1373,2010-09-01,71.06666666666666
1374,2011-09-01,70.03333333333333
1375,2012-09-01,68.8
1376,2013-09-01,67.86666666666666
1377,2014-09-01,69.73333333333333
1378,2015-09-01,74.45
1379,2016-09-01,71.8
1380,2017-09-01,70.51666666666667
1381,2018-09-01,70.71666666666667
1382,2019-09-01,70.36666666666666
1383,2020-09-01,68.76666666666667
1384,2021-09-01,70.3
1385,2022-09-01,69.53333333333333
1386,1869-10-01,51.016129032258064
1387,1870-10-01,56.53225806451613
1388,1871-10-01,55.274193548387096
1389,1872-10-01,53.33870967741935
1390,1873-10-01,55.37096774193548
1391,1874-10-01,54.83870967741935
1392,1875-10-01,53.17741935483871
1393,1876-10-01,50.82258064516129
1394,1877-10-01,55.806451612903224
1395,1878-10-01,58.70967741935484
1396,1879-10-01,60.38709677419355
1397,1880-10-01,53.41935483870968
1398,1881-10-01,58.08064516129032
1399,1882-10-01,57.08064516129032
1400,1883-10-01,51.903225806451616
1401,1884-10-01,57.53225806451613
1402,1885-10-01,53.774193548387096
1403,1886-10-01,55.145161290322584
1404,1887-10-01,52.37096774193548
1405,1888-10-01,48.516129032258064
1406,1889-10-01,49.645161290322584
1407,1890-10-01,54.854838709677416
1408,1891-10-01,54.91935483870968
1409,1892-10-01,53.32258064516129
1410,1893-10-01,56.12903225806452
1411,1894-10-01,55.596774193548384
1412,1895-10-01,52.354838709677416
1413,1896-10-01,53.74193548387097
1414,1897-10-01,56.75806451612903
1415,1898-10-01,59.45161290322581
1416,1899-10-01,59.016129032258064
1417,1900-10-01,61.516129032258064
1418,1901-10-01,56.11290322580645
1419,1902-10-01,58.0
1420,1903-10-01,58.24193548387097
1421,1904-10-01,53.96774193548387
1422,1905-10-01,59.41935483870968
1423,1906-10-01,57.54838709677419
1424,1907-10-01,52.61290322580645
1425,1908-10-01,60.725806451612904
1426,1909-10-01,54.91935483870968
1427,1910-10-01,59.54838709677419
1428,1911-10-01,55.983870967741936
1429,1912-10-01,59.20967741935484
1430,1913-10-01,58.61290322580645
1431,1914-10-01,59.403225806451616
1432,1915-10-01,57.645161290322584
1433,1916-10-01,57.66129032258065
1434,1917-10-01,52.95161290322581
1435,1918-10-01,59.016129032258064
1436,1919-10-01,59.225806451612904
1437,1920-10-01,61.064516129032256
1438,1921-10-01,56.25806451612903
1439,1922-10-01,58.11290322580645
1440,1923-10-01,55.983870967741936
1441,1924-10-01,57.03225806451613
1442,1925-10-01,50.61290322580645
1443,1926-10-01,55.064516129032256
1444,1927-10-01,59.54838709677419
1445,1928-10-01,58.806451612903224
1446,1929-10-01,54.62903225806452
1447,1930-10-01,55.53225806451613
1448,1931-10-01,61.24193548387097
1449,1932-10-01,58.403225806451616
1450,1933-10-01,56.145161290322584
1451,1934-10-01,54.46774193548387
1452,1935-10-01,57.38709677419355
1453,1936-10-01,57.403225806451616
1454,1937-10-01,55.096774193548384
1455,1938-10-01,59.83870967741935
1456,1939-10-01,57.25806451612903
1457,1940-10-01,53.725806451612904
1458,1941-10-01,60.693548387096776
1459,1942-10-01,58.75806451612903
1460,1943-10-01,55.774193548387096
1461,1944-10-01,57.03225806451613
1462,1945-10-01,56.17741935483871
1463,1946-10-01,61.70967741935484
1464,1947-10-01,63.62903225806452
1465,1948-10-01,56.645161290322584
1466,1949-10-01,63.12903225806452
1467,1950-10-01,60.016129032258064
1468,1951-10-01,58.62903225806452
1469,1952-10-01,55.693548387096776
1470,1953-10-01,60.70967741935484
1471,1954-10-01,61.725806451612904
1472,1955-10-01,59.79032258064516
1473,1956-10-01,58.064516129032256
1474,1957-10-01,56.193548387096776
1475,1958-10-01,55.5
1476,1959-10-01,59.75806451612903
1477,1960-10-01,58.04838709677419
1478,1961-10-01,61.08064516129032
1479,1962-10-01,57.354838709677416
1480,1963-10-01,61.83870967741935
1481,1964-10-01,54.96774193548387
1482,1965-10-01,57.29032258064516
1483,1966-10-01,56.11290322580645
1484,1967-10-01,57.16129032258065
1485,1968-10-01,60.5
1486,1969-10-01,57.645161290322584
1487,1970-10-01,58.91935483870968
1488,1971-10-01,62.66129032258065
1489,1972-10-01,53.483870967741936
1490,1973-10-01,60.17741935483871
1491,1974-10-01,54.096774193548384
1492,1975-10-01,59.16129032258065
1493,1976-10-01,52.854838709677416
1494,1977-10-01,54.91935483870968
1495,1978-10-01,54.87096774193548
1496,1979-10-01,57.33870967741935
1497,1980-10-01,55.20967741935484
1498,1981-10-01,54.435483870967744
1499,1982-10-01,58.53225806451613
1500,1983-10-01,57.82258064516129
1501,1984-10-01,61.774193548387096
1502,1985-10-01,59.435483870967744
1503,1986-10-01,57.983870967741936
1504,1987-10-01,53.774193548387096
1505,1988-10-01,52.725806451612904
1506,1989-10-01,58.12903225806452
1507,1990-10-01,61.854838709677416
1508,1991-10-01,58.403225806451616
1509,1992-10-01,54.516129032258064
1510,1993-10-01,55.935483870967744
1511,1994-10-01,57.983870967741936
1512,1995-10-01,61.61290322580645
1513,1996-10-01,56.38709677419355
1514,1997-10-01,56.725806451612904
1515,1998-10-01,57.53225806451613
1516,1999-10-01,56.03225806451613
1517,2000-10-01,56.95161290322581
1518,2001-10-01,58.516129032258064
1519,2002-10-01,55.193548387096776
1520,2003-10-01,55.11290322580645
1521,2004-10-01,55.96774193548387
1522,2005-10-01,57.88709677419355
1523,2006-10-01,56.24193548387097
1524,2007-10-01,63.61290322580645
1525,2008-10-01,55.145161290322584
1526,2009-10-01,54.95161290322581
1527,2010-10-01,58.12903225806452
1528,2011-10-01,57.096774193548384
1529,2012-10-01,58.04838709677419
1530,2013-10-01,60.193548387096776
1531,2014-10-01,59.62903225806452
1532,2015-10-01,58.04838709677419
1533,2016-10-01,58.75806451612903
1534,2017-10-01,64.12903225806451
1535,2018-10-01,57.67741935483871
1536,2019-10-01,59.91935483870968
1537,2020-10-01,57.87096774193548
1538,2021-10-01,62.0
1539,2022-10-01,56.88709677419355
1540,1869-11-01,40.6
1541,1870-11-01,45.666666666666664
1542,1871-11-01,38.81666666666667
1543,1872-11-01,41.416666666666664
1544,1873-11-01,36.78333333333333
1545,1874-11-01,42.833333333333336
1546,1875-11-01,38.9
1547,1876-11-01,45.1
1548,1877-11-01,44.083333333333336
1549,1878-11-01,44.1
1550,1879-11-01,42.88333333333333
1551,1880-11-01,38.93333333333333
1552,1881-11-01,44.86666666666667
1553,1882-11-01,38.96666666666667
1554,1883-11-01,43.75
1555,1884-11-01,44.083333333333336
1556,1885-11-01,44.46666666666667
1557,1886-11-01,44.416666666666664
1558,1887-11-01,41.2
1559,1888-11-01,45.166666666666664
1560,1889-11-01,44.666666666666664
1561,1890-11-01,44.166666666666664
1562,1891-11-01,43.86666666666667
1563,1892-11-01,43.266666666666666
1564,1893-11-01,42.81666666666667
1565,1894-11-01,41.333333333333336
1566,1895-11-01,47.916666666666664
1567,1896-11-01,49.733333333333334
1568,1897-11-01,45.71666666666667
1569,1898-11-01,45.85
1570,1899-11-01,46.36666666666667
1571,1900-11-01,49.05
1572,1901-11-01,39.733333333333334
1573,1902-11-01,51.43333333333333
1574,1903-11-01,42.11666666666667
1575,1904-11-01,42.43333333333333
1576,1905-11-01,43.93333333333333
1577,1906-11-01,45.88333333333333
1578,1907-11-01,46.11666666666667
1579,1908-11-01,46.36666666666667
1580,1909-11-01,49.733333333333334
1581,1910-11-01,42.583333333333336
1582,1911-11-01,42.3
1583,1912-11-01,47.78333333333333
1584,1913-11-01,47.31666666666667
1585,1914-11-01,44.43333333333333
1586,1915-11-01,46.25
1587,1916-11-01,45.416666666666664
1588,1917-11-01,41.6
1589,1918-11-01,46.53333333333333
1590,1919-11-01,45.18333333333333
1591,1920-11-01,44.31666666666667
1592,1921-11-01,44.7
1593,1922-11-01,45.68333333333333
1594,1923-11-01,45.21666666666667
1595,1924-11-01,44.35
1596,1925-11-01,43.9
1597,1926-11-01,44.9
1598,1927-11-01,49.15
1599,1928-11-01,47.35
1600,1929-11-01,46.166666666666664
1601,1930-11-01,45.43333333333333
1602,1931-11-01,51.88333333333333
1603,1932-11-01,43.95
1604,1933-11-01,41.81666666666667
1605,1934-11-01,48.85
1606,1935-11-01,48.63333333333333
1607,1936-11-01,42.65
1608,1937-11-01,46.4
1609,1938-11-01,48.28333333333333
1610,1939-11-01,43.666666666666664
1611,1940-11-01,45.333333333333336
1612,1941-11-01,50.0
1613,1942-11-01,46.96666666666667
1614,1943-11-01,45.31666666666667
1615,1944-11-01,45.96666666666667
1616,1945-11-01,47.56666666666667
1617,1946-11-01,50.43333333333333
1618,1947-11-01,44.2
1619,1948-11-01,52.4
1620,1949-11-01,46.25
1621,1950-11-01,48.38333333333333
1622,1951-11-01,43.516666666666666
1623,1952-11-01,48.55
1624,1953-11-01,49.68333333333333
1625,1954-11-01,46.35
1626,1955-11-01,44.25
1627,1956-11-01,46.666666666666664
1628,1957-11-01,49.35
1629,1958-11-01,47.93333333333333
1630,1959-11-01,45.75
1631,1960-11-01,49.68333333333333
1632,1961-11-01,48.71666666666667
1633,1962-11-01,43.18333333333333
1634,1963-11-01,50.333333333333336
1635,1964-11-01,49.36666666666667
1636,1965-11-01,46.75
1637,1966-11-01,48.88333333333333
1638,1967-11-01,42.45
1639,1968-11-01,46.9
1640,1969-11-01,46.35
1641,1970-11-01,48.46666666666667
1642,1971-11-01,45.11666666666667
1643,1972-11-01,44.333333333333336
1644,1973-11-01,48.28333333333333
1645,1974-11-01,48.2
1646,1975-11-01,52.3
1647,1976-11-01,41.65
1648,1977-11-01,47.28333333333333
1649,1978-11-01,47.766666666666666
